,mo_diff_ld_drc,intPayHistComp
1438,15,"[0, 0, 0, -1, -1, 0, -1, -1, -1]"
1439,15,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1]"
1440,15,"[0, 0, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1]"
1441,22,"[0, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1]"
1442,20,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1443,29,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1444,24,"[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1445,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1446,75,"[-1, -1, 27, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1447,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 30, 182, 151, -1, -1, 61, -1, -1, 153, 92, 61, 31, -1, 0, 0, -1, -1, -1]"
1448,2,"[0, 0, 0, 0, -1, -1, -1]"
1449,-1,"[-1, -1, -1, -1, -1]"
1450,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1451,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1452,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1453,51,"[80, 50, 30, 237, 206, 177, 146, 115, 207, 30, 146, 115, 84, 54, 23, 0, 0, 0, -1, -1, -1]"
1454,5,"[0, 0, 0, -1, -1, -1]"
1455,7,"[0, 0, 0, -1, -1, -1]"
1456,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1457,9,"[0, 0, -1, -1, -1]"
1458,10,"[0, 0, -1, -1, -1]"
1459,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1460,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1461,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
1462,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1463,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1464,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1465,18,"[0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1466,21,"[0, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1467,1,"[235, 205, 174, 144, 113, 84, 53, 22, 0, -1, -1, -1]"
1468,9,"[0, 0, -1, -1, -1]"
1469,2,"[24, 24, 24, 55, 57, 56, 0, 0, 0, 0, -1, -1, -1]"
1470,2,"[0, 0, 0, 0, -1, -1, -1]"
1471,11,"[0, 117, 86, 87, 84, 85, 85, 87, 87, 86, 87, 117, 87, 56, -1, -1, -1]"
1472,35,"[0, 89, 0, 0, -1, -1, -1]"
1473,5,"[0, 0, 0, 72, 72, 71, 72, 72, 72, 102, 102, 100, 69, 70, 70, 72, 72, 71, 72, 72, 72, 72]"
1474,2,"[117, 86, 56, 25, 27, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1475,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1476,-1,"[-1, -1, -1, -1, -1]"
1477,1,"[31, 31, 31, 31, 31, 2, 2, 1, 2, 1, 2, 14, 32, 32, 1, -1, -1, -1]"
1478,1,"[27, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1479,1,"[0, 0, 0, 0, 3, 5, 0, 4, 0, 4, 0, 5, 0, 0, 0, -1, -1, -1]"
1480,15,"[0, 0, 0, 0, -1, 0, -1, -1, -1]"
1481,3,"[0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1482,6,"[0, 57, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1]"
1483,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, -1, -1, -1]"
1484,5,"[0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1485,13,"[0, 0, 0, 0, 0, 25, 26, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1486,14,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1487,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]"
1488,27,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
1489,73,"[0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0]"
1490,-1,"[-1, -1, -1, -1, -1]"
1491,-1,"[-1, -1, -1, -1, -1]"
1492,2,"[0, 28, 0, 0, 0, 0, -1, -1, -1]"
1493,8,"[0, 0, 0, -1, 0, -1, -1, -1]"
1494,11,"[0, -1, -1, -1]"
1495,11,"[0, 0, 0, 0, -1, -1, -1]"
1496,12,"[0, 0, 0, 0, -1, -1, -1]"
1497,13,"[0, 0, 0, -1, -1, -1]"
1498,13,"[0, 0, 0, -1, -1, -1]"
1499,14,"[0, 0, 0, -1, -1, -1]"
1500,14,"[0, 0, 0, -1, -1, -1]"
1501,-1,"[-1, -1, -1, -1, -1]"
1502,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1503,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1504,47,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 29, -1, -1, 30, -1]"
1505,84,"[0, -1, -1, -1, -1, -1]"
1506,120,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1507,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1508,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1509,16,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1510,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1511,2,"[0, 0, 0, -1, -1, -1]"
1512,2,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1513,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1514,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 89, 89, 59, -1, -1, -1, -1, -1, -1, -1, -1]"
1515,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1516,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1517,22,"[0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
1518,28,"[-1, -1, -1, -1]"
1519,29,"[-1, -1, -1, -1, -1]"
1520,24,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1521,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 151, 120, 89, 89, 89, -1, -1, 90, 89, 89, 89, 29, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1522,1,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 89, 29, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1523,43,"[0, 60, 27, 0, -1, 0, -1, -1, -1]"
1524,49,"[0, 0, -1, -1, -1]"
1525,49,"[0, 0, -1, -1, -1]"
1526,49,"[0, 0, -1, -1, -1]"
1527,61,"[0, -1, -1, -1]"
1528,41,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1529,72,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1530,142,"[0, 0, -1, -1, -1]"
1531,61,"[0, -1, -1, -1]"
1532,5,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0]"
1533,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1534,-1,"[-1, -1, -1, -1, -1]"
1535,30,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1536,1,"[305, 282, 246, 212, 183, 152, 91, 151, 120, 90, 31, 96, 92, 61, 57, 58, 28, 28, 27, 0, 0, 0, 5, -1, 0, 0, -1, 0, 0, -1, 0]"
1537,-1,"[-1, -1, -1, -1, -1]"
1538,-1,"[-1, -1, -1, -1, -1]"
1539,-1,"[-1, -1, -1, -1, -1]"
1540,-1,"[-1, -1, -1, -1, -1]"
1541,1,"[161, 131, -1, -1, -1]"
1542,1,"[0, 0, 0, 0, -1, -1, -1]"
1543,5,"[0, -1, -1, -1]"
1544,4,"[0, 0, -1, -1, -1]"
1545,5,"[0, 0, -1, -1, -1]"
1546,6,"[0, 0, -1, -1, -1]"
1547,8,"[0, -1, -1, -1]"
1548,7,"[0, 0, -1, -1, -1]"
1549,7,"[0, -1, 0, -1, -1, -1]"
1550,8,"[0, 0, -1, -1, -1]"
1551,3,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1552,9,"[0, -1, -1, 0, -1, -1, -1]"
1553,8,"[0, 0, 0, -1, -1, -1]"
1554,9,"[0, -1, 0, 0, -1, -1, -1]"
1555,10,"[0, -1, 0, 0, -1, -1, -1]"
1556,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1557,-1,"[-1, -1, -1, -1, -1]"
1558,2,"[19, 19, 19, 19, 21, 21, 51, 21, 20, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1559,2,"[14, 14, 14, 14, 108, 77, 76, 46, 15, 16, 0, 0, 0, 0, -1, 0, -1, 0, -1, -1, -1]"
1560,2,"[9, 9, 9, 30, 30, 30, 41, 0, 0, 0, -1, -1, -1]"
1561,2,"[9, 9, 9, 9, 103, 72, 71, 41, 10, 11, 0, 10, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1562,9,"[0, 44, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1563,1,"[0, 0, 0, 0, 0, -1, -1, -1]"
1564,11,"[0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, -1]"
1565,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 85, 54, 23, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1566,-1,"[-1, -1, -1, -1, -1]"
1567,-1,"[-1, -1, -1, -1, -1]"
1568,-1,"[-1, -1, -1, -1, -1]"
1569,-1,"[-1, -1, -1, -1, -1]"
1570,4,"[0, 0, -1, -1, -1]"
1571,6,"[0, -1, -1, -1]"
1572,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1573,3,"[0, 0, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
1574,67,"[0, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
1575,149,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1576,2,"[0, -1, 0, 0, -1, -1, -1]"
1577,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
1578,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
1579,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1580,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1581,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1582,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1583,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1584,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1585,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1]"
1586,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1587,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1588,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0]"
1589,15,"[0, 0, 0, -1, 0, 0, 0, -1, -1, -1]"
1590,4,"[0, 0, 0, -1, -1, 0, 0, -1, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0]"
1591,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1592,18,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1593,39,"[0, 0, -1, -1, -1]"
1594,39,"[0, 0, -1, -1, -1]"
1595,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1596,40,"[0, 0, 0, 0, 0, -1, -1, -1]"
1597,41,"[0, 0, 0, 0, 0, -1, -1, -1]"
1598,42,"[0, 0, 0, 0, 0, -1, -1, -1]"
1599,44,"[0, 0, 0, -1, -1, -1]"
1600,46,"[0, 0, 0, 0, -1, -1, -1]"
1601,47,"[0, 0, 0, -1, -1, -1]"
1602,48,"[0, 0, 0, -1, -1, -1]"
1603,47,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
1604,50,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
1605,49,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1606,53,"[0, -1, 0, 0, 0, 15, 0, 0, 0, -1, -1, -1]"
1607,57,"[0, 0, -1, -1, -1]"
1608,60,"[0, -1, 0, -1, -1, -1]"
1609,62,"[0, -1, -1, -1]"
1610,61,"[0, -1, -1, 0, -1, -1, -1]"
1611,62,"[0, -1, -1, -1]"
1612,57,"[-1, 0, -1, -1, 0, -1, -1, -1]"
1613,57,"[-1, 0, -1, 0, 0, -1, -1, -1]"
1614,58,"[-1, 15, -1, -1, -1]"
1615,-1,"[-1, -1, -1, -1, -1]"
1616,91,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1617,3,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900]"
1618,1,"[27, 28, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1619,39,"[0, 0, -1, -1, -1]"
1620,87,"[-1, -1, -1, -1]"
1621,40,"[0, 0, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90]"
1622,-1,"[-1, -1, -1, -1, -1]"
1623,1,"[900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, 900, -1]"
1624,1,"[176, 146, 115, 116, 115, 117, 86, 55, 25, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1625,1,"[0, 0, 0, 0, 0, 0, 0, 60, 30, 60, 60, 60, 60, 60, 90, 60, 60, 90, 60, 60, 30, 30, 30, 30, 0, 0, 0]"
1626,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 270, 240, 210, 180]"
1627,55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, 24, 25, 24, 25, 0, 0]"
1628,46,"[0, 390, 359, 328, 298, 267, 237, 206, 177, 146, 115, 85, 54, 24, 24, 23, 24, 23, 24, 21, 24, 24, 23, 24, 23, 23, 24, 23, 24, 23, 24, 21, 0, 0, 0, 0]"
1629,91,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, -1, -1, -1]"
1630,80,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1631,-1,"[-1, -1, -1, -1, -1]"
1632,-1,"[-1, -1, -1, -1, -1]"
1633,2,"[0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1634,1,"[0, 0, -1, -1, -1]"
1635,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1636,2,"[56, 25, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1637,2,"[0, 0, 0, 0, -1, -1, -1]"
1638,16,"[0, 0, 0, -1, -1, -1]"
1639,2,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
1640,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1641,1,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1642,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1643,9,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1644,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1645,59,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1646,44,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1647,1,"[0, 0, 0, 0, 0, -1, -1, -1]"
1648,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1649,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1650,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1651,-1,"[-1, -1, -1, -1, -1]"
1652,2,"[0, 0, 0, -1, -1, -1]"
1653,3,"[0, 0, 0, 0, 0, 0, -1, -1, -1]"
1654,66,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 60, 60]"
1655,-1,"[-1, -1, -1, -1, -1]"
1656,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1657,1,"[0, -1, -1, -1]"
1658,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
1659,2,"[0, -1, 0, 0, 0, 0, -1, -1, -1]"
1660,22,"[0, 29, 29, 28, 29, 28, 29, 57, 60, 59, 28, 29, 28, 29, 29, 28, 29, 28, 29, 26, 29, 29, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]"
1661,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1662,-1,"[-1, -1, -1, -1, -1]"
1663,2,"[0, 0, 0, 0, 0, -1, -1, -1]"
1664,1,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1665,7,"[0, 13, 0, -1, -1, -1]"
1666,9,"[0, 0, 0, 0, -1, -1, -1]"
1667,10,"[0, 0, 0, 0, -1, -1, -1]"
1668,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1669,11,"[0, 0, 0, 0, -1, -1, -1]"
1670,12,"[0, 0, -1, -1, -1]"
1671,13,"[0, 0, 0, -1, -1, -1]"
1672,6,"[0, 0, -1, -1, -1]"
1673,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1674,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1675,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1676,21,"[0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1677,2,"[59, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1678,1,"[27, 28, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1679,2,"[0, 0, 0, 0, -1, -1, -1]"
1680,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1681,2,"[0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1682,2,"[0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1683,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1684,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1685,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1686,19,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1687,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1688,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1689,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1690,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1691,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1692,0,"[0, -1, -1, -1]"
1693,0,"[0, -1, -1, -1]"
1694,2,"[-1, -1, -1, -1]"
1695,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1696,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1697,2,"[0, 0, 29, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1698,2,"[0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
1699,-1,"[-1, -1, -1, -1, -1]"
1700,-1,"[-1, -1, -1, -1, -1]"
1701,-1,"[-1, -1, -1, -1, -1]"
1702,-1,"[-1, -1, -1, -1, -1]"
1703,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1704,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1]"
1705,16,"[0, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1, -1]"
1706,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1707,-1,"[-1, -1, -1, -1, -1]"
1708,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]"
1709,7,"[0, 0, 0, -1, -1, -1]"
1710,2,"[207, -1, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 207, 175, 147, 111, 87, 57, 25, 0, 0, 0, 0, 0, 0, 0, 0]"
